item_no,item_name,branch,quantity,date
CAKE-001,Chocolate Fudge Cake,BR-A,50,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-B,42,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-C,38,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-D,34,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-E,29,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-F,25,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-G,25,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-H,21,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-I,21,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-J,21,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-K,17,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-L,17,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-M,13,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-N,13,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-O,13,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-P,13,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-Q,8,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-R,8,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-S,8,2026-03-01
CAKE-001,Chocolate Fudge Cake,BR-T,4,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-A,43,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-B,36,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-C,32,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-D,29,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-E,25,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-F,22,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-G,22,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-H,18,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-I,18,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-J,18,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-K,14,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-L,14,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-M,11,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-N,11,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-O,11,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-P,11,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-Q,7,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-R,7,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-S,7,2026-03-01
CAKE-002,Vanilla Sponge Cake,BR-T,4,2026-03-01
CAKE-003,Red Velvet Cake,BR-A,26,2026-03-01
CAKE-003,Red Velvet Cake,BR-B,22,2026-03-01
CAKE-003,Red Velvet Cake,BR-C,20,2026-03-01
CAKE-003,Red Velvet Cake,BR-D,18,2026-03-01
CAKE-003,Red Velvet Cake,BR-E,15,2026-03-01
CAKE-003,Red Velvet Cake,BR-F,13,2026-03-01
CAKE-003,Red Velvet Cake,BR-G,13,2026-03-01
CAKE-003,Red Velvet Cake,BR-H,11,2026-03-01
CAKE-003,Red Velvet Cake,BR-I,11,2026-03-01
CAKE-003,Red Velvet Cake,BR-J,11,2026-03-01
CAKE-003,Red Velvet Cake,BR-K,9,2026-03-01
CAKE-003,Red Velvet Cake,BR-L,9,2026-03-01
CAKE-003,Red Velvet Cake,BR-M,7,2026-03-01
CAKE-003,Red Velvet Cake,BR-N,7,2026-03-01
CAKE-003,Red Velvet Cake,BR-O,7,2026-03-01
CAKE-003,Red Velvet Cake,BR-P,7,2026-03-01
CAKE-003,Red Velvet Cake,BR-Q,4,2026-03-01
CAKE-003,Red Velvet Cake,BR-R,4,2026-03-01
CAKE-003,Red Velvet Cake,BR-S,4,2026-03-01
CAKE-003,Red Velvet Cake,BR-T,2,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-A,24,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-B,20,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-C,18,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-D,16,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-E,14,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-F,12,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-G,12,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-H,10,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-I,10,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-J,10,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-K,8,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-L,8,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-M,6,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-N,6,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-O,6,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-P,6,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-Q,4,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-R,4,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-S,4,2026-03-01
CAKE-004,Lemon Drizzle Cake,BR-T,2,2026-03-01
CAKE-005,Carrot Cake,BR-A,22,2026-03-01
CAKE-005,Carrot Cake,BR-B,18,2026-03-01
CAKE-005,Carrot Cake,BR-C,16,2026-03-01
CAKE-005,Carrot Cake,BR-D,14,2026-03-01
CAKE-005,Carrot Cake,BR-E,13,2026-03-01
CAKE-005,Carrot Cake,BR-F,11,2026-03-01
CAKE-005,Carrot Cake,BR-G,11,2026-03-01
CAKE-005,Carrot Cake,BR-H,9,2026-03-01
CAKE-005,Carrot Cake,BR-I,9,2026-03-01
CAKE-005,Carrot Cake,BR-J,9,2026-03-01
CAKE-005,Carrot Cake,BR-K,7,2026-03-01
CAKE-005,Carrot Cake,BR-L,7,2026-03-01
CAKE-005,Carrot Cake,BR-M,5,2026-03-01
CAKE-005,Carrot Cake,BR-N,5,2026-03-01
CAKE-005,Carrot Cake,BR-O,5,2026-03-01
CAKE-005,Carrot Cake,BR-P,5,2026-03-01
CAKE-005,Carrot Cake,BR-Q,4,2026-03-01
CAKE-005,Carrot Cake,BR-R,4,2026-03-01
CAKE-005,Carrot Cake,BR-S,4,2026-03-01
CAKE-005,Carrot Cake,BR-T,2,2026-03-01
CAKE-006,Black Forest Cake,BR-A,31,2026-03-01
CAKE-006,Black Forest Cake,BR-B,26,2026-03-01
CAKE-006,Black Forest Cake,BR-C,23,2026-03-01
CAKE-006,Black Forest Cake,BR-D,21,2026-03-01
CAKE-006,Black Forest Cake,BR-E,18,2026-03-01
CAKE-006,Black Forest Cake,BR-F,16,2026-03-01
CAKE-006,Black Forest Cake,BR-G,16,2026-03-01
CAKE-006,Black Forest Cake,BR-H,13,2026-03-01
CAKE-006,Black Forest Cake,BR-I,13,2026-03-01
CAKE-006,Black Forest Cake,BR-J,13,2026-03-01
CAKE-006,Black Forest Cake,BR-K,10,2026-03-01
CAKE-006,Black Forest Cake,BR-L,10,2026-03-01
CAKE-006,Black Forest Cake,BR-M,8,2026-03-01
CAKE-006,Black Forest Cake,BR-N,8,2026-03-01
